review_id,full_review,zero_star,zero_star_ohe
R1IXT42R1CXUY,"These will not wipe clean off a dry erase white board. You have to use a wet cloth, which means they are technically NOT dry erase markers. Just washable markers. Save yourself the extra $10 and 2 weeks shipping time and just buy the washable markers. I'd give this 0/5 stars If I could as it's misleading over priced product. Junk 0/5",1,1
R2M7JTSYYR9Q4Z,"I bought this because the reviews were pretty good. It fits my printer fine, however it's a terrible quality replacement. Don't waste your money on this. It's only been in use for 2 weeks and it's running out. I only use this printer for home use. I had the toner that came with it for almost a year.",0,0
R44SGSVUM4HEJ,"Updating this just to say that the software is getting worse not better.  It is possible that I expect too much.  Like the ability to scanreceipts, and use the data to do taxes, export into PDF's for expense reports for work etc.  If this is the flag ship receipt processorthan this bar isn't just laying on the ground it was compressed flat.  Now the software won't even export information correctly or itcompletely crashes the software at random time.  At some point you have to cut the cord.  Time to cut mine.  Has to be better as therecertainly can't be worse.------------ Old Review ---------------Scanner is typically functional.  Under the versions prior to 4 it was actually quite reliable.  This new software is a special kind of awful.  There was once a day when I would tout the Neat software to anyone who would listen.  If you traveled for a living.  I talked to you about how great it was.  Sadly those days are past.  This software is now terrible. I wouldn't recommend someone I hated use it.  But as all things American these days it looks darn good doing nothing well.  The latest I got back from support is the reason I can't export files is because Mozy is on????  What???  So a software I can't turn off due to the fact that it is controlled by our network admins has to be off in order for Neat 5.7 to save a file.  Insane,  If I turn the sync on it collapses the program but I can only get support for the software if I get the monthly subscription so I did.  After about 30 seconds of being on I get the ever helpful Neat has stopped working.  Which I saw twice in the previous 8 years of using the software but now see EVERY SINGLE TIME I launch the program.  My receipt processing time has tripled using this software.  They managed to turn a great software into a pile of rubbish.  One wouldn't think this is an easy feat.  I stand corrected.",0,0
RSW4CBC4XGS24,I have no issues with the pen but the 1 star is for Amazon. It was supposed to be a 12 count and I received 1 pen in a large box. :(,0,0
R1YU5S3GLJWN6A,"Operating System:Windows 10 HomeCons:Has to use a USB 2.0 (no USB 3.0 allowed or it won't work at all). It wouldn't even work using the front I/O USB 2.0 Ports on my desktop. Had to be connected directly to the back motherboard I/O panel in a 2.0 port. Funny thing is that the preview window will start showing the document you're scanning and then it will just disappear and throw out a ""Hardware Not Found"" error.Be prepared to restart your computer at least once. Plug it in? Have to restart with it plugged in before it will work (Hardware Not Found error). Calibrate it using their sheet? Have to restart... Still throws out the Hardware Not Found error every now and then but usually can just try again and it works (with single sheets at least).So far I've only had success using their cable and since I have to plug it in at the back of the tower it makes it a bit tricky. Now that I know I have to restart the computer every time I plug it in it may work with a different micro USB cable but I haven't tested to be sure.Pros:Gave it 2 stars because eventually after 20+ minutes on hold with tech support I did manage to figure it out and get it to work before tech support even picked up (hint - restart your computer). Scans didn't come out bad but getting the entire sheet to scan is a bit tricky and has to be lined up just right or you may cut off an edge.Overall:Simply do not buy this. Stick to a reputable brand like Brother or Samsung (among others). They will cost more, as this thing is dirt cheap, but it will save you the nightmare that this thing is.",0,0
R1EIK32K86WLVH,"Even though there are several reviewers that state this cartridge was recognized and worked out of the box, that was not my experience. Either Brother made changes in their firmware or the positive experience's listed here with the HL-2270DW are not to be trusted. I also tried using the suggested sequence that involves opening the front of the printer and pushing the go button without any success. Based on the purchase price it does not pay to ship the cartridge back for a refund.",0,0
RMEQTQVFL98O6,I have used this product for years because the quality of my photo images was excellent!  Unfortunately that is no longer true with my recent order.  I wish I had read other reviews on both Amazon  and on Avery websites where others have noted the same thing in the last couple months.  Perhaps this is why Amazon had such a reduced price!  Will not be ordering again.,0,0
R2NO8P7NM3PZSY,The stapler when on the desk does not always staple the sheet very well no matter how lightly or hard I press.  about 50% of the staples I have to throw  out because  it only staples 2 sheet on only one side of the staple.  the other side of the staple does not fold properly about 50% of the time.  Not really happy with the stapler even though it is only $10.99.  It should still staple properly.  Perhaps mine is defective; not sure as there are a lot of good reviews..,0,0
RWDWY5C7EGANC,"The quality was good, and it was exactly what I was looking for except for one fatal flaw. The pen does not securely attach to the clip. The first day I carried this on my key ring I came home with just the holder. I have no idea where it went. Too bad it doesn't screw or positively attach some other way. If you plan on rattling this around on a ring of things, I cannot recommend. I love the Nite Ize brand too, so breaks my heart to give this a poor rating.",0,0
R33MN3NMHW5NFS,"I have used fountain pens exclusively since 1957, when I was a seventh-grade student. I bought this Parker 5th Generation pen in all good faith that I was getting something new. What a rip-off. Total rip-off. Do not buy this, under any circumstances. Ink cartridges for this pen cost me $8 apiece. On April 27th I installed a new ink cartridge in this pen. This cartridge cost me $8. Since that date, I signed exactly 30 computer-printed checks and endorsed 10 of them since they were payable to me. I was unable to sign my 31st check since this $8 ink cartridge was dry. As for me, I will go back to using one of my traditional ink pens. Once all of my remaining horribly expensive ink cartridges are gone, I will throw my $190 Parker pen into the garbage and charge this up to having endured a terrible experience. Sadly, this might well not happened for several months since I have nine of these ink cartridges on hand which I bought for a total of $72 not including those other cartridges which went dry. Incidentally, I have seen those infamous ink cartridges offered for sale at Amazon.com for as much as $10 each. If Amazon.com had allowed me to award this pen a total of zero stars, that's exactly what it is worth. I should mention that my signature contains seven letters and my endorsement (including all letters and my first name) contains 11 characters. Seems to me that eight dollars is a mighty high price to pay for putting 330 cursive letters on a computer-generated expense check.",1,1
RRISKRYOM7I3T,I bought these labels a week ago. I put them on all items of clothing I own with my name on them. After washing some of those items the labels are either peeling or completely missing. I had high hopes for these labels after reading reviews before I bought these and now I am upset at the quality.,0,0
R2WYV5ORH6Z47K,"I don’t get all the positive reviews.  I have purchased two separate boxes of these things hoping the first one was just a fluke.  Yes, they write very smooth, but only when they actually work.  Long before they run out of ink, they stop writing.  Thinking maybe I was applying too much pressure to the pen I gave the remainder of the second box to a coworker.  He had the same exact issues I did.  They start to write very faint and then all of a sudden they just don’t work anymore.  I have tried running them across glass and cardboard thinking they were just getting air pockets in them.  No luck whatsoever.",0,0
R19SS5SNR6BFBV,The review is based on all three of the plastic protractors. One arrived chipped and cracked. Another was warped the last one appeared ok but was found to leave slightly crooked lines.,0,0
R1HQX1HYRMHXV,As the previous reviews states...it's cheap and for a reason.if you don't mind meddeling with it - you can get away with this one.[...]but if I'm paying for this ... shouldn't PDS do this already?,0,0
R35S9KZNUQ49ML,"I am kicking myself for not reading the other reviews more carefully. I tested this on a small section of my white car , it washed off easily. I went ahead and wrote my message on the car, it was on there for a week and when I tried to wipe it , over and over , with both water and then a  weak water / dishwater soap mix it still has left a faint residue , similar to the photo's in other reviews . This is a disaster , I may need to get those area's repainted !! Beware when using on white.",0,0
R5ZGBY5DDW2D6,"I usually buy Pacon 65 lb card stock. Tried this stuff thinking I would get a better product. Nope. I don't know who was stepping on the scale when they figured out the weight, but this ""stock"" is about 1/2 the thickness of the 65 Lb Pacon stuff I've been buying for 10 years or more. Sent it back. ALWAYS BUY PRIME.If you found this review helpful throw me a thumbs up.",0,0
RVCUAYFDRLYGP,"Scanner doesn't feed properly about half the time.  Software almost never classifies receipts correctly.  Processing is very slow (computer is new and fast on other tasks).  Software is so poorly written that it takes much longer to scan and correct each entry than it does to do it all by hand.  TV ads very misleading on this point.  It sounds good, but doesn't come close to delivering on the glowing promises it makes.Data format is proprietary, including its so-called ""backup.""Stay away from this one.  I wish I had paid more attention to the numerous bad reviews.",0,0
R3JRTIGJLT0RUL,What a waste of money for a product - I would give product rating a -5!  I recently ordered SP4185 screen protector for my new Blackberry Curve.  I attempted to put two screen protectors on and had the same problem.  The second tab (number 2) will not come off after being applied.  Both left extreme amounts of glue residue on screen protector and could not be removed - even tried alcohol.  Only way to remove was to remove entire tab to use liquid but then obviously that made adhesive inoperative for Blackberry.  Apparently glue was old and had `set up'.In addition - form did not exactly fit the screen of the Curve and left overhang after aligning perfectly at bottom.  It is so discouraging that products like this exist in the marketplace - apparently no one takes the time to check validity of the product after being imported from Japan - there is the problem.,1,1
R30514JOKC1AYK,"DO NOT BUY!!! Misleading add.  I thought I was purchasing 2 boxes for my classroom, but imagine my surprise when I received just 2, 2 pens.  The add says 12 count. Very disappointed! Would have given 0 stars if it was a choice!  I called Amazon to make them aware of the issue.  They told me they would fix the error and send me the 2 boxes.  I received my order today.... 2 pens, no boxes.  :(",1,1
R18704137YNWA8,I wish I listened to other reviews.  I'm returning these because it prints with lines and blank spots making it illegible.  Total garbage.,0,0
R12L1RA448RU2Y,"Color in picture does not match product. Actual product is significantly less garish. I don't expect much longevity out of the already bowing cheap plastic. As disappointing as the product is, the constant barrage of spam emails from the company after the order is even worse. Unsubscribing appears not to work. It would be nice if the company worked on making a better product instead of filling my inbox with their pleas for reviews on amazon.",0,0
R3FE8WB8DRQL54,Read the reviews carefully. This is my second order. First order was fine second order the ink pours out all over your documents. See photo,0,0
RFLWWB97FMSSF,"Whenever I replace an ink cartridge, I immediately purchase another to have on-hand when I will next need one - I don't want to be in the middle of a project deadline and run out.  Because I use my color printer so seldom, I bought my back-up cartridges in July 2018, and just today needed to use one.  The back-up cartridges are in a HP951 box with the wording ""3 HP Original Ink Cartridges"".  I could not figure out why they did not work, so looked through other reviews where I learned that cartridges are made for different countries. My new box is labeled ""z10 For use only in U.S. and Canada"".  Again, should be no problem - I live in the US, bought the printer BRAND NEW in the US.  So I look at the old, empty ink cartridge and it says ""z20 For use in Europe, Russia, CIS, Middle East and Africa""!!  I look at the Black cartridge that does not need replacing and there is NO country code on the cartridge.  Now I am stuck with an expensive 951 Combo Pack with no way to return them.  In clicking on the item today, there is nothing in the picture or description indicating the country code if I ""bought it again"".  I have bought these cartridges 2 times on Amazon, so why did they work before and not work now?  How can I buy these on Amazon if I cannot buy z20 cartridges?",0,0
R3KUC9PPPOU51R,"The truth is that I actually adore this mannequin dress form.. however, the reason for only one star is that it arrived in very poor condition. I read over reviews and could see that there had been many issues with others in the past.. but I was holding out that I would be the one to get a mannequin in perfect condition.. unfortunately, I was mistaken. It can in great time, that part was wonderful.. all the pieces were there.. however, the upper part of the wood was deeply cracked, and there were small brown spots all over the front and back of the mannequin bust.. it being white, the spots are very noticeable. I was incredibly disappointed by this! I am a business owner myself and purchased this mannequin for a event, so there was no time to try and exchange it. It looked as if it were a used item. If it were not for the cracked wood and brown spots, this would be a 5 star, amazing purchase.",0,0
R1HK9M3O6JDXJA,I was so excited to order this product for myself and my friend since we do so many different crafts. We definitly needed to keep our scissors in working order. I was never so disappointed when I went to use the sharpener it did nothing to my scissors . I was so embarrassed to even give my friend hers because it does not do what it says. I have since ordered something different and looked at the reviews this time before I made my purchase. Would not recommend this product to anyone.,0,0
RE70G7J2HCCKF,"This is a product that is intended to hold one's laptop, something that costs hundreds of dollars, sometimes even more than that. And for 32 dollars, what do you get? Screws that are not only so small that you know they'd break if you so much as squished them in your fingers, but so small that even the machine making the holes in the legs couldn't actually do it. Only one of the holes was actually finished, meaning only one of these already pathetic screws was able to be put in.On top of that, we have the legs themselves, which are supposed to ""click"" into place according to the instructions. Instead, as you can see, they don't even fully slide into the hole, let alone make a click to lock in place. On the topic of the legs, the button system is beyond abhorrent, and you will be entirely unable to adjust this with ease, even without a laptop on it. There's also the problem of stability for even a medium-weight laptop. I tried out all the recommended positions for it, and only one worked, which involved me sticking two of the three adjustable legs straight out.I cannot even fathom how people gave this such great reviews, because a 10 dollar product I bought to compare this to works infinitely better. Stay far, far away from this.",0,0
R2OI71MW1VENEZ,The item arrived quickly and installed without any problems. They worked for the first couple pages I printed. Then I started to get cartridge errors. I had to eject the cartridges several times and turn the printer off/on a few times to finally be able to print the return label from Amazon? I was really hoping for better results after reading all the positive reviews but I guess this is one of those time you get what you pay for. Fortunately they started malfunctioning in time for me to be able to return them for a refund.,0,0
R24MLA0BYW6IG6,"Day Runner Undated Planner Telephone and AddressA–Z Tabs, 3.75 x 6.75 Inches (023-0200) ~Sold by:  BeeZBee ~ Price: $10.20 ~ Shipping: $4.99 ~Grand Total: $15.19 ~ Estimated Delivery: April 11Thru April 13, 2018 ~ Arrived On April 12, 2018 ~These Refill's are Hard to Find because No Onewill Hardly Stock Them & I can understand why.About 15 years ago Day Runner by far had theBest Phone/Address & Planner Organizer on theMarket, But Day Runner over the last few yearshas Dropped Their Candy. The Quality of TheirProducts has Rolled Off the Table & Their Priceshave went Sky High Compared to Their Competitor'swhich have as Good of Quality as Day Runner & theCompetitor's Prices are Beating Day Runner to Badto Talk About. I Ordered the Day Runner UndatedPlanner Telephone and Address Refill & The DayRunner Undated Planner Telephone and Address A–ZTabs & the Total Cost I Paid was $21.43 & Here isa Break Down of Cost as Follows: $5.69 Plus .55Tax = $6.24 & $10.20 Plus $4.99 Shipping, Thismade the Grand Total to be $21.43 and about 15Years Ago I bought One of the Best Day RunnerOrganizers on the Market for a Little over $12.00& I could have Bought one of their Competitor'sOrganizer for about $25.00 & I would have hadEverything New. So Now I have 2 Refill's & myOld Organizer. Here is the List of everythingthat came with my Old Day Runner Organizer: ABlack 6-Ring Bonded Leather Binder with ZipperedClosure, Note Pad Pocket, Angle Pocket andHorizontal Pocket to Organize Your BusinessEssentials and 3 Credit Card Slot's and a ZipperPocket with Big Hidden Pocket and a Outside BigOpen Pocket & Pen Loop, a Solar Calculator,Clear Business Card Holder, Plastic StoragePouch, 6"" Plastic Page Marker/Ruler, Next isall the Paper or Filler Accessories: From Atoo Z Alphabetic Colored Tabbed Name, Address,Home, Office, Fax, Phone, E-mail, Directory.The Time Management System with Colored Tabs& Extra Inserts: Calendar Today, To Do,Contacts, Projects, Expenses,(All Inserts),Finances Pocket & Note Sheets, The ProjectOrganizer: Notes & Note Pad, The FastInformation File Inserts: Favorite Websites,Multi-Year Tabbed Monthly Planning Calendar,8 Year Calendar, Day Timer: January - December,Plastic Dividers (Front & Back), Event Calendar& Holidays Insert, Monthly & Weekly CalendarPages, Tele-file Inserts, Yearly OverviewInsert, Conversion Tables, World Weather,Time Differences, Air Distances, Nutrition& Health, U.S. Time Zones & InternationalTime Zones ( All Inserts).As You Can See This Organizer is Loaded & Itis in No Comparison to the Organizer's ListedVS the Money Spent. You Do The Math. I Did &that's the Reason I Gave it a 2 Star Review.This Order Arrived in 4 Day's from the Timethat I Placed the Order. That was Fine,I would Buy from This Seller Again.",0,0
R7JL4WZOE9G52,Even though this says it works in the Broker printer if does not. Just read reviews to get the truth.,0,0
R2W85FK07EE09X,"These are really not good!!! As other reviews say the positives are:Lovely selection of coloursNice and brightChunky nibs with a fine point - the nibs are impossible to push inside the pens.The pens wash off clothes nicely if washed immediately.The negative is: THEY DO NOT WIPE OFF YOUR WHITEBOARD.Which for me is the a HUGE problem and means they are a product you can't actually use! They just smudge everywhere, and that's if you wipe immediately. If you leave for 20 mins or so until fully dry, little hands will not be able to wipe them off at all! I use my kitchen work top spray and a wet cloth! Then you have to dry the surface afterwords or they don't work.I bought these because they are Crayola, so I'm disappointed they are really bad!!",0,0
R1987LDC2176IM,Too flimsy and light weight. Works very poorly.  You have to put it squarely on a flat surface and hit it hard to staple anything.  Even with only two sheets of paper it can take more than one try to work.  I rarely write negative reviews but I am simply going to throw this stapler away.,0,0
R33NNBXY14Q8F5,"The ""Redi-Tac technology"" is actually just stickers/clear tape which will temporarily tape to the brown plastic surface. There is no further explanation in the ad which is smart look in terms of marketing but actually confusing. The picture shown in this ad, especially the envelop opening up in the back, shows it's a silver cross-shape that will attach to the square area. However, when I got the envelops, they are just clear stickers and it doesn't look like the picture I reviewed carefully before purchasing. If you are just sending a piece a paper it might work for you, but unfortunately not everyone buying envelops just for that. I asked for return and I don't think I should be responsible for the shipping fee due to the misleading image from the product advertisement. However, they just claim there is nothing wrong with the picture and ask me to pay for the shipping, which is the same amount as I paid for the product ($15.52) before tax, if I want to return the envelops. Never recommend this to others.",0,0
R154UK3L9JWQNW,Well I had hopes that these pencils would be ok but I guess I should have went with the reviews of the others that said theirs were broken. Several that I have used just innone sitting has been broken all the way through. Very frustrating!!,0,0
R1R0YGGBQ8QM8X,Wish Ii had read some of the reviews. These are definitely not for white boards. We have to use a wet cloth to get these off our daughters white board.,0,0
R1IVTUXHH6HM0O,"I love the idea that this product represents.I've owned and used this company's products since 2006, gone through problems periodically since then, but always found a way to blame myself for the issues encountered - such as not saving backup files often enough, upgrading to a new version before reading the docs for database conversion, etc. (You should read the other reviews here - plenty of them - to see what I mean).  NO LONGER.  I have a backup file for almost every day for the last year -- 300+ GB of backup files.I can only read one of the files from last April.Now, what to do for tax season?  I'm screwed.DON'T rely on this.  It's a nice toy, but if you're doing real business, keep your paper just in case, and export from the Neat company program often (generate the reports and file them every month).I actually feel bad for the sales and support folks there - they tried to help me, but the program itself is not up to the quality of the other parts of the company, from what I can see.  Yes, we went around the block twice with the paid customer support call, with them remoting into my computer to see for themselves, only to tell me 2 hours later ""there's nothing we can do"" - valiant attempt, but no result.If you are tempted to buy, I'd STRONGLY recommend you read the other reviews.  If you believe me? DON'T BUY.At the time of this writing, there are 48 five star reviews, and 47 one star reviews.  This is a 1-star review, so now it looks like the score is even.  Maybe I'll try them again in a decade or two if they are still around.  For now, I'm off to buy a Fujitsu and see if it's any better.",0,0
R2RETFRYB5H83W,Giving it a one star as giving no star is not an option.  Had purchased the set during the summer during a good deal and opened it and used it for the first time just now.  Upon first use one of the markers is already weak and without ink .  Such a shoddy product!  Would have expected much more from the company!,1,1
R2UZAXHADV9PF6,"I'm normally never a 1 star rating type of person, I generally feel like it's somebody exaggerating their point.  But based off of Amazon's descriptions of each rating, 1 being ""I hate it"" I went by that standard.  I was given this product at work because it was an inexpensive solution to a tiered file folder holder. DO NOT GET THIS. Standard sized folders just barely fit on the legs, so while you're working the slightest knock, of the folders, either while doing work or while grabbing a different folder out, tend to send multiple folder's corners dropping between the legs, leaving a very messy looking setup.  Trying to fix the fallen folders tends to knock more off. It causes more time then i'd like to admit fixing and refixing the folders.  I end up feeling like those bumbling idiot characters from over-acted infomercials- ""does this happen to you??"".Eventually I just purchased a higher quality and much more expensive version on my own and have been extremely happy ever since.  The version I got was the Safco Products Onyx Mesh Desktop Organizer with 8 Tiered Sections. If you're anything like me and work better when things are in their place then I recommend not wasting your time and energy with this one.",0,0
R1FJ0KMHODRCJY,"read all reviews, i didn't. won't work on working batteries out of new product. won't work with new duracll batteries, says low battery. won't work!",0,0
R214OUMMPO00AH,"haven't opened as a stocking filler, but furious at the small size of them; a little bigger than crayons without the lids. Wish I'd read reviews first too as they say they are awful to use",0,0
R2JFZ6NK524CE9,"I purchased this product in Oct. 2014 based on the low price and fair customer review. They worked fine.However, I recently refilled these Inkuten cartridges and found out some issues. I later learned that volume for genuine cartridges are as follows: 950XL 53ml, 951XL 17ml, 950 24ml and 951 8ml or 8.5ml (depending on colors). For these Inkuten cartridges, I was only able to re-fill about 23ml to 950XL and 8ml to 951XL. I suspect this product misrepresents cartridge model numbers.I don't know whether others experience the same thing I do. With the real ink volume these cartridges hold, which is equivalent to 950 and 951. The price is not good anymore.",0,0
R3MO5FQEZXJZ3Y,This product is horrible. Didn’t even work out of the box. I didn’t even want to give it one star.,1,1
R28VJ222EKMX8V,If I could give zero stars I would. The pen is so scratchy. I understand it's very thin needle point but not worth it. It needs to have a smoother flow. But def would not buy again.,1,1
R104IJRMZ6C3X,"I’m an avid Amazon shopper and always read the reviews before making my purchases. I have never written a review for anything that I have purchased from Amazon...until now. I was very disappointed in the quality of the stapler. Yes, it does staple paper together but In a loud jerky motion. I will purchase another stapler. This one makes me want to scream every time that I have to use it!!",0,0
R93B0V8766DLY,"As with other reviewers, the glue attaching the leg holders to the glass came unglued with very minimal handling.  I bought two which are side by side under my new big screen TV, and both came unglued.  I tried using the bonding glue that you use with a blue light, and even that didn't hold, probably because the light can't permeate through the black plastic.  It will be a hassle to disconnect and move my TV and components to try other glues.  Obviously Fitueyes is having the same trouble I did with finding a glue that will stick.  I actually ordered three, and received one clear glass monitor riser from Fitueyes.  It  has four nice stainless-steel-looking round legs at the corners, and works beautifully in my office. Consider buying the clear stand rather than the smoke one.",0,0
RFIMCDCI812VA,"The package was opened and the pencils were scattered in the box upon arrival. Not a big deal, but worth mentioning. The one star is for the quality not the packaging. I have two different chalkboards and these pencils only leave FAINT marks on both when writing. Really disappointed in this product.",0,0
RK4CAFF6SDKNF,I don't understand how this gun has such great reviews. It is complete garbage. It misfires almost every single time. I have wasted more tags than been able to actually use. I would return it but apparently the seller does not allow returns.,0,0
R1JKEE3IOJRQ1M,This item doesn’t even deserve any stars. It kept jamming and not working. Not an easy thing to use. I wouldn’t recommend it. And IT WON’T LET YOU RETURN THE ITEM....how terrible is that. 😡,1,1
RMXEFFX91Y1X9,"There are more bad reviews on this than good. I thought I’d be one of those to review on the good side but no it’s just as bad as all the reviews state. I’m sorry I bought it. It did not sharpen any of my scissors..I tried kitchen, craft, paper, fabric.",0,0
R3OUS1Q6XF282K,"I bought this for my professional drafting class. Over all it's a decent enough set, for the money it costs. I did not like the mechanical pencil, the lead slipped out frequently and it was difficult to reload the lead. And the lead snapped off soooo much. The compass is okay, it doesnt really lock in place and while it performs its job it can be a bit sloppy at it. The rest was all fairly decent, performed their jobs without issues. What I liked the most was the white eraser. It works SO WELL, didnt rip even my thinnest papers, and cleanly erased without leaving smears or stains. If I had bought this for the eraser it would have been four maybe even five stars simply because of how nice the eraser really is. But the fact the the majority of what I used frequently doesnt work much for needs makes this a 2 star item.",0,0
R14RB32NQ2G6I8,"I bought a HP 10A laser cartridge from one of the Amazon marketplace sellers that shipped via Amazon prime.What I got was a cartridge that produced printouts with blotches and horizontal lines all over the page.  A closer examination of the box showed that it had a date code from 2007, a hologram style that is several versions old, and a color scheme that does not match the picture in the Amazon listing.  Yeah this cartridge was unused and in a sealed box, but selling a nearly 6-year old cartridge as ""New""?  That is a bit much.  You can read on the HP web site that the shelf life is 2.5 years for unopened cartridges, and 6 months for cartridges that are open.This has been a monumental waste of time.  Now I am stuck with $100+ being held hostage while my expired and defective 10A cartridge is being returned.So please learn from my mistakes.  Here is some advice:1) Beware sellers that have disclaimers that their product has a different color scheme than the listing.2) Be sure to check the date code on the box when you receive your order.3) Visit the HP web site devote to cartridge piracy - you can find full descriptions of the HP holographic seals (and you might find out that your cartridge was not intended to be sold in the country you bought it in)4) Note that even sellers that ship from Amazon via Amazon Prime can be selling you out of date garbage.Say, maybe paying $150 at your local office supply store for a HP 10A does not sound so bad after all.  You can see the box, read the date, and there is a good chance your cartridge will work as expected.Good luck with your purchases.Update 9-21-2013I purchased a second HP 10A cartridge from Amazon after returning my first one.  This time I selected a vendor that had an incredible five-star 100% positive rating for several thousand sales.  I paid more money thinking I might actually get the cartridge that was pictured in the product description.  I was wrong.What I got was another expired HP 10A cartridge with old-style packaging.  This time the cartridge was from 2011 - a whopping 3+ years newer than my original purchase, but still expired by the HP 2.5 year standard.The 2011 cartridge seems to work well enough to keep - I do not want to repeat the hassle of a return like the first one.  Still, I think it is unfair for vendors to sell known expired items as ""New"".All I want to do is buy the item that is pictured at a decent Amazon price.  I know I can go to my local office supply store and buy the exact item depicted in the Amazon listing.  The box will match, the cartridge will be manufactured in 2013, and there will be no installation or return headaches.I have uploaded several photos that show what the old-style boxes, date codes, and holographic seals look like.  If you receive an expired laser cartridge I recommend you give the vendor negative feedback regardless of whether the cartridge works in your printer. These things should not be sold as ""New"".Update 3-11-2015Here I am again 18 months later repeating history with yet another wildly expired HP 10A cartridge I bought on Amazon.  The cartridge I purchased in 9/2013 is about kaput after printing only 4700 pages.  At this point, there is no doubt in my mind that years-expired cartridges do not perform nearly as well as new ones.So like a dummy I bought yet another HP 10 cartridge from one of the marketplace vendors with a good rating that was fulfilled by amazon.  This time I got a cartridge with a manufacture date code of April 2005 – nearly 10 years old!  It is absolutely ridiculous that this cartridge was sold as new on Amazon.  I refuse to load it into my printer for fear it will hurt the mechanism.Here I am stuck shipping the thing back for a refund.  That $150 new cartridge from my big box office supply store is looking better and better.  I would gladly buy a new one from Amazon, but apparently that is not possible.Good luck with your purchases.",0,0
R1IEZ4EW4T7ZTT,I’d leave a 0 star review if I could. Got through tagging 50 items and the product broke. My only return option requires me to drive 45 minutes to an amazon drop off.,1,1
RKJ4F46645PUI,The pages are pretty and have a motivational feel. The 2 stars are for not having magnets on back to hang on frig or holes to put in an old school planner.,0,0
R2VES382FWUGLZ,These pencils are separately packed which is good for goody bags. The reason I’m giving it two stars because it comes with only 39 units instead of 40 as described.,0,0
RH09GVRZ0QB3H,"Zero star it leaked ink all over the inside of the printer, I'll have to scrap my printer, the ideal is good but the product is bad,yes I used the silicone seals provided, lesson learned, this seller and Amazon should buy me a new HP6525 printer...",1,1
R256YXSOP9LGFD,I rarely review but save your money on this trap. It doesn't look as thick as it does in the picture. It's basically thin plastic sheet that doesn't stick to the window without the help of some water and tape. It tears easily. A thick garbage bag and a roll of duct tape would do the same job for a lot less cost.,0,0
R3BD8Y6NU80NHV,"I only installed the cartridges a couple of months after purchasing them on Amazon.  The cartridges worked well for a while (I do not print that often), but then started leaving a residue on the sides of printed pages.  I have not found a way to contact the suppliers directly so am writing this review.",0,0
RZF6A0A1ZEBTR,"I'm following the instructions, searching the internet and amazon reviews to try to figure out how to program. I keep getting the message 'failed on write file. Project is empty' but it's not empty as far as I see. I waited too long and the return period has passed. Seems i'm stuck. Windows 10 professional, ASUS laptop. Any one cane provide helpful info?",0,0
R3DH091MG44EN7,"If the box wasn't so heavy, such that returning it would be simpler, I would return this item.  It was shipped with the lock locked before the lid was closed, so the lid was sitting on the lock bar, which bent it so I could not unlock it (the keys and instruction booklet are taped to the outer packing material, so I don't see why this was done).  Once I bent the lock bar a bit, I could open the lock, but the bar disappeared within the cheap lock housing and would not come out.  On top of this, the lock / key is very very cheap, and I could barely get the key in the lock (one key will go in, the other won't). To top it off, the lid is very heavy, and there is no usable molded lip to lift or let it down w/o smashing your fingers.  With a few design changes this would be a great box.For me, the unique must-have features about this were the 1hr rating and its ""legal paper"" size.  And that's why I'm going to keep it.  If all you need is a box for regular letter sized paper, avoid this and related models.",0,0
R2GOP8L2EGXP6U,"Unfortunately, as  we are still on lockdown,  I can’t go to the shops and buy one in person for... half the price! I can’t believe I paid £14.99 (at time of review) for this.Why I am not sending it back? Because I can’t stand the mess on my desk any longer, so, I’ll use it. But believe me, if there had been no lockdown, I would have sent it back as soon as I opened it and would have headed to the nearest pound shop.First of all, it is small, though my mistake, I relied on the seller’s pictures and the pictures in the reviews instead of checking the measurements.Second, it is cheaply made. The little square drawer catches and is stiff to open and the finish is not very well done.  Also, it can’t even hold a business card.Thirdly, unless you have a carton back up on your A4 and put it upright, loose sheet of A4 just collapse. See my picture. Of course, I could have cleverly put a ruler in front of the papers...Lastly, it is not that sturdy. Easy to bend. It is not even pretty in real life. Just white mesh.My advice is that if you can wait, go to any home stores, market or pound shops and buy the same thing  for maybe a fiver or less.Believe me, If you saw this in a store for £14.99, you wouldn’t buy it.How did this get so many glowing reviews?Granted, it is useful but it is not that special and the fact remains that it is a cheap item. We have the right to expect quality for £15. So, a total rip off.I know that one star is a bit harsh. If the item had been priced up to £5.99 , I might have rated it 2 or 3 stars. Not more, mind you because  I cannot recommend it.",0,0
R2ILIUKOVABLGO,RECEIVED THIS CALENDER AND THE PAGES WERE STUCK TOGETHER LIKE IT WAS NOT CUT PROPERLY. This is my second review since they never posted my first one.,0,0
R17M2TE9IKR6D1,"I went ahead and purchased this product despite the poor reviews. I figured how bad could the assembly and quality of a simple cart be? I was in for a surprise!Because the parts are not well-made with poor alignment, assembly is much more difficult than it should be. If you get past this hurdle, you will discover that the cart is flimsy and of low quality. After a few uses, a holding rod slipped out, causing the cart to lose its form. In the end, I threw this product away.I don't write many reviews, but I feel I have the obligation to prevent other people from making the mistake I did. Good luck!",0,0
